group,color,action,charts,faces,vertices,mean_radius,radius_spread,circumference,wraps,shift_u,shift_v,overlap_before,overlap_after,intra_overlap,intra_wrongwind
304,#619adc,settled,1,75,50,665.843,5.24252,4183.61,0,0,0,0,0,0,0
305,#ddef4f,settled,1,13,13,722.117,2.30391,4537.19,0,0,0,0,0,0,0
306,#a59177,settled,1,22,19,721.385,1.85454,4532.6,0,0,0,0,0,0,0
307,#6ee79d,settled,1,13,13,720.449,2.25675,4526.72,0,0,0,0,0,0,0
308,#ea88c4,settled,35,7975,4666,690.724,207.51,4339.95,0,0,0,733,733,15764,14699
309,#b3ddeb,settled,1,7,9,638.77,1.66376,4013.51,0,0,0,14,14,0,0
310,#7b805f,settled,1,8,11,639.53,3.39648,4018.28,0,0,0,0,0,0,0
311,#44d585,settled,1,20,18,659.239,2.01446,4142.12,0,0,0,126,126,0,0
312,#c077ac,settled,1,66,50,648.126,7.10716,4072.3,0,0,0,96,96,0,0
313,#89ccd3,settled,1,93,64,655.137,3.87287,4116.35,0,0,0,135,135,0,0
314,#516e47,settled,1,9,10,662.175,1.14888,4160.57,0,0,0,9,9,0,0
315,#cdc36d,settled,1,63,44,671.482,2.08049,4219.05,0,0,0,165,165,0,0
316,#966595,settled,1,52,36,652.588,1.59262,4100.33,0,0,0,227,227,0,0
317,#5fbabb,settled,1,327,205,651.248,4.06648,4091.91,0,0,0,814,814,0,0
318,#db5ce2,settled,1,27,29,731.214,10.2349,4594.36,0,0,0,0,0,0,0
319,#a3b156,settled,1,62,50,732.633,10.9596,4603.27,0,0,0,0,0,0,0
320,#6c547d,settled,1,35,30,739.715,4.79958,4647.77,0,0,0,0,0,0,0
321,#e8a8a3,settled,1,60,50,839.887,10.2545,5277.16,0,0,0,0,0,0,0
322,#b14acb,settled,1,124,78,720.654,1.80879,4528,0,0,0,425,425,0,0
323,#79a0f1,settled,1,18,18,724.558,2.4193,4552.53,0,0,0,20,20,0,0
324,#424265,settled,1,22,22,725.496,4.0735,4558.42,0,0,0,20,20,0,0
325,#be978c,settled,1,14,14,726.06,2.73594,4561.97,0,0,0,0,0,0,0
326,#87ecb2,settled,1,11,13,723.118,2.93644,4543.48,0,0,0,0,0,0,0
327,#4f8ed9,settled,1,104,68,384.617,4.40515,2416.62,0,0,0,275,275,0,0
328,#cbe34d,settled,1,74,50,452.631,9.54171,2843.96,0,0,0,377,377,0,0
329,#948574,settled,1,23,22,425.182,32.38,2671.49,0,0,0,74,74,0,0
330,#5ddb9a,settled,1,10,10,419.572,2.22034,2636.25,0,0,0,0,0,0,0
331,#d97cc1,settled,1,29,22,410.967,2.61266,2582.18,0,0,0,0,0,0,0
332,#a1d2e8,settled,1,8,9,706.443,23.0265,4438.71,0,0,0,34,34,0,0
333,#6a745c,settled,1,66,45,738.257,21.0387,4638.61,0,0,0,315,315,0,0
334,#e6c882,settled,1,80,55,745.83,6.53914,4686.19,0,0,0,0,0,0,0
335,#af6baa,settled,1,72,50,317.052,6.01561,1992.1,0,0,0,271,271,0,0
336,#77c0d0,settled,1,74,50,328.929,12.8255,2066.72,0,0,0,230,230,0,0
337,#406244,settled,1,50,38,379.843,16.7115,2386.62,0,0,0,0,0,0,0
338,#bcb76b,settled,1,7,9,619.631,16.6784,3893.26,0,0,0,0,0,0,0
339,#855992,settled,1,24,24,641.931,19.3638,4033.37,0,0,0,0,0,0,0
340,#4dafb8,settled,1,8,10,612.745,6.27877,3849.99,0,0,0,0,0,0,0
341,#c950e0,settled,1,12,14,628.086,11.4302,3946.38,0,0,0,0,0,0,0
342,#92a553,settled,1,66,49,743.37,30.2244,4670.73,0,0,0,0,0,0,0
343,#5b487a,settled,1,74,50,415.646,11.1128,2611.58,0,0,0,270,270,0,0
344,#d69ca1,settled,1,14,13,292.848,28.0938,1840.02,0,0,0,0,0,0,0
345,#9ff2c7,settled,8,618,433,65.1001,127.638,409.036,0,0,0,0,0,48,1
346,#6894ee,settled,15,1888,1191,209.731,178.257,1317.78,0,0,0,0,0,90,0
347,#e4e962,settled,2,67,52,583.177,31.3678,3664.21,0,0,0,0,0,0,0
348,#ac8b89,settled,1,82,53,320.303,2.27876,2012.52,0,0,0,97,97,0,0
349,#75e0af,settled,1,18,17,321.848,2.24259,2022.23,0,0,0,20,20,0,0
350,#f182d6,settled,1,29,22,277.104,2.25582,1741.1,0,0,0,0,0,0,0
351,#bad74a,settled,1,21,19,458.442,2.45911,2880.48,0,0,0,0,0,0,0
352,#827971,settled,1,17,16,450.63,1.5579,2831.39,0,0,0,0,0,0,0
353,#4bcf97,settled,1,74,50,533.94,24.9448,3354.84,0,0,0,0,0,0,0
354,#c770bf,settled,1,39,31,757.119,2.72429,4757.12,0,0,0,0,0,0,0
355,#90c6e5,settled,1,66,48,738.241,10.8275,4638.5,0,0,0,0,0,0,0
356,#586859,settled,1,7,8,739.914,1.10432,4649.02,0,0,0,0,0,0,0
357,#d4bd80,settled,1,67,50,709.158,18.4202,4455.77,0,0,0,0,0,0,0
358,#9d5fa7,settled,3,351,219,879.491,46.7823,5526,0,0,0,0,0,0,0
359,#66b4cd,settled,1,312,188,702.132,7.31343,4411.62,0,0,0,0,0,0,0
360,#e25641,settled,1,12,14,696.005,3.81023,4373.13,0,0,0,0,0,0,0
361,#aaab68,settled,1,28,24,703.704,2.22009,4421.5,0,0,0,0,0,0,0
362,#734d8f,settled,1,38,32,703.56,2.01478,4420.6,0,0,0,0,0,0,0
363,#efa2b6,settled,1,74,50,969.13,44.3691,6089.22,0,0,0,0,0,0,0
364,#b844dd,settled,19,4049,2379,717.958,185.639,4511.06,0,0,0,516,516,5703,4591
365,#809a50,settled,1,20,18,560.447,10.986,3521.39,0,0,0,0,0,0,0
366,#49ef77,settled,1,8,9,563.168,4.46103,3538.49,0,0,0,0,0,0,0
367,#c5909e,settled,1,15,14,563.225,4.55191,3538.85,0,0,0,0,0,0,0
368,#8ee6c4,settled,1,11,11,585.648,22.098,3679.74,0,0,0,0,0,0,0
369,#5688eb,settled,1,19,19,296.844,2.41019,1865.12,0,0,0,57,57,0,0
370,#d2dd5f,settled,1,36,35,284.994,1.18806,1790.67,0,0,0,145,145,0,0
371,#9b7f86,settled,1,9,11,480.824,2.40476,3021.11,0,0,0,34,34,0,0
372,#64d4ac,settled,1,48,41,496.974,8.77141,3122.58,0,0,0,104,104,0,0
373,#e076d4,settled,1,15,14,526.967,3.55556,3311.03,0,0,0,20,20,0,0
374,#a8cb47,settled,1,36,28,528.383,4.43409,3319.93,0,0,0,20,20,0,0
375,#716d6e,settled,1,27,25,502.211,31.7336,3155.49,0,0,0,134,134,0,0
376,#edc295,settled,1,65,45,745.026,4.83933,4681.13,0,0,0,0,0,0,0
377,#b664bc,settled,1,33,33,766.841,1.30144,4818.21,0,0,0,0,0,0,0
378,#7ebae2,settled,1,18,15,774.45,8.98254,4866.01,0,0,0,14,14,0,0
379,#475c56,settled,7,657,431,369.478,132.285,2321.5,0,0,0,0,0,104,101
380,#c3b17d,settled,1,51,50,322.187,19.4297,2024.36,0,0,0,148,148,0,0
381,#8c53a4,settled,2,437,262,256.675,15.7165,1612.74,0,0,0,0,0,31,0
382,#54a8cb,settled,1,30,24,386.525,37.5261,2428.61,0,0,0,0,0,0,0
383,#d04af2,settled,1,34,26,654.646,3.32998,4113.27,0,0,0,0,0,0,0
384,#999f65,settled,1,77,51,657.023,5.44244,4128.19,0,0,0,0,0,0,0
385,#62418c,settled,1,8,9,657.376,1.90362,4130.41,0,0,0,0,0,0,0
386,#dd96b3,settled,3,366,225,685.957,76.0085,4310,0,0,0,39,39,0,0
387,#a6ebd9,settled,1,19,19,524.65,2.88188,3296.47,0,0,0,50,50,0,0
388,#6f8e4d,settled,1,32,24,80.2381,1.60352,504.151,0,0,0,0,0,0,0
389,#ebe274,settled,1,14,13,32.8752,1.29548,206.561,0,0,0,0,0,0,0
390,#b3859b,settled,1,14,15,26.8438,1.01081,168.665,0,0,0,0,0,0,0
391,#7cdac1,settled,1,17,16,26.293,1.91066,165.204,0,0,0,0,0,0,0
392,#457ce9,settled,1,38,31,60.1822,3.37104,378.136,0,0,0,0,0,0,0
393,#c1d15c,settled,6,713,460,62.152,91.8132,390.513,0,0,0,0,0,47,0
394,#897383,settled,1,31,25,571.504,27.3605,3590.86,0,0,0,0,0,0,0
395,#52c8aa,settled,3,114,91,547.288,66.9318,3438.71,0,0,0,0,0,43,43
396,#ce6ad1,settled,1,116,75,549.212,45.4231,3450.8,0,0,0,0,0,0,0
397,#97bf44,settled,1,9,10,698.049,1.24757,4385.97,0,0,0,0,0,0,0
398,#5f626b,settled,1,63,45,749.055,2.76876,4706.45,0,0,0,0,0,0,0
399,#dbb692,settled,1,21,20,711.963,3.05167,4473.39,0,0,0,0,0,0,0
400,#a458b9,settled,1,71,49,885.754,22.4161,5565.36,0,0,0,0,0,0,0
401,#6daee0,settled,1,17,16,771.889,1.27501,4849.92,0,0,0,0,0,0,0
402,#e94f54,settled,1,67,50,768.751,12.6339,4830.21,0,0,0,0,0,0,0
403,#b1a57a,settled,1,126,81,634.803,3.53883,3988.59,0,0,0,0,0,0,0
404,#7a47a1,settled,1,20,19,629.576,1.59167,3955.75,0,0,0,0,0,0,0
405,#439cc8,settled,1,30,25,627.663,1.72524,3943.72,0,0,0,0,0,0,0
406,#bff1ee,settled,1,71,50,593.676,2.14149,3730.17,0,0,0,0,0,0,0
407,#879362,settled,2,254,161,591.347,9.41158,3715.54,0,0,0,1967,1967,0,0
408,#50e989,settled,1,34,28,530.897,1.52351,3335.73,0,0,0,0,0,0,0
409,#cc8ab0,settled,1,15,14,588.119,25.3413,3695.26,0,0,0,0,0,0,0
410,#95e0d6,settled,1,11,11,819.419,16.8847,5148.56,0,0,0,0,0,0,0
411,#5d824a,settled,1,8,10,671.448,9.39969,4218.83,0,0,0,39,39,0,0
412,#d9d671,settled,1,11,12,841.948,2.42717,5290.11,0,0,0,0,0,0,0
413,#a27998,settled,1,148,98,840.248,4.73122,5279.43,0,0,0,0,0,0,0
414,#6bcebf,settled,1,28,24,841.639,3.33522,5288.18,0,0,0,0,0,0,0
415,#e770e6,settled,1,22,21,271.017,1.30568,1702.85,0,0,0,26,26,0,0
416,#afc559,settled,1,63,47,293.981,2.99577,1847.14,0,0,0,80,80,0,0
417,#786780,settled,1,76,53,296.698,4.12565,1864.21,0,0,0,98,98,0,0
418,#41bda7,settled,1,152,98,342.816,11.0996,2153.98,0,0,0,0,0,0,0
419,#bd5ece,settled,3,120,90,509.774,37.5147,3203.01,0,0,0,0,0,8,0
420,#85b341,settled,1,23,20,660.404,10.6401,4149.44,0,0,0,0,0,0,0
421,#4e5669,settled,1,48,38,662.401,31.42,4161.99,0,0,0,0,0,0,0
422,#caaa8f,settled,2,209,133,731.228,58.3521,4594.44,0,0,0,0,0,0,0
423,#934db6,settled,2,76,61,715.945,47.8432,4498.42,0,0,0,0,0,14,0
424,#5ba2dd,settled,1,19,19,658.809,38.58,4139.42,0,0,0,0,0,0,0
425,#d74351,settled,1,12,13,707.595,4.33165,4445.95,0,0,0,0,0,0,0
426,#a09977,settled,1,21,19,695.642,4.15234,4370.85,0,0,0,0,0,0,0
427,#69ee9e,settled,1,19,18,775.884,6.57174,4875.02,0,0,0,0,0,0,0
428,#e490c5,settled,1,12,13,743.166,14.0505,4669.45,0,0,0,30,30,0,0
429,#ade5eb,settled,1,7,9,278.41,25.371,1749.3,0,0,0,0,0,0,0
430,#76875f,settled,2,102,73,280.293,76.6636,1761.13,0,0,0,0,0,0,0
431,#f2dc86,settled,1,65,45,496.343,15.4494,3118.61,0,0,0,283,283,0,0
432,#ba7ead,settled,1,179,110,426.167,10.8158,2677.68,0,0,0,227,227,0,0
433,#83d4d4,settled,1,25,22,153.785,32.6814,966.263,0,0,0,0,0,0,0
434,#4c7648,settled,5,323,223,42.7435,69.504,268.565,0,0,0,892,892,7,0
435,#c8cb6e,settled,2,166,112,558.452,77.9752,3508.86,0,0,0,0,0,9,0
436,#906d95,settled,1,38,33,448.112,2.06955,2815.57,0,0,0,0,0,0,0
437,#59c2bc,settled,1,33,27,448.098,2.10213,2815.48,0,0,0,0,0,0,0
438,#d564e3,settled,1,72,50,360.525,7.25525,2265.25,0,0,0,0,0,0,0
439,#9eb956,settled,1,20,19,561.999,29.0447,3531.15,0,0,0,0,0,0,0
440,#665b7e,settled,1,131,83,737.442,4.32869,4633.49,0,0,0,0,0,0,0
441,#e2b0a4,settled,1,179,108,724.413,4.53881,4551.62,0,0,0,0,0,0,0
442,#ab52cb,settled,1,398,229,733.761,1.97833,4610.36,0,0,0,528,528,0,0
443,#74a8f2,settled,1,25,23,728.527,3.63639,4577.47,0,0,0,0,0,0,0
444,#f04966,settled,1,19,18,710.151,2.62386,4462.01,0,0,0,0,0,0,0
445,#b89e8c,settled,1,19,17,931.162,3.65222,5850.66,0,0,0,32,32,0,0
446,#8141b3,settled,1,287,169,911.754,12.8172,5728.72,0,0,0,332,332,0,0
447,#4a96da,settled,13,2724,1598,715.01,160.809,4492.54,0,0,0,282,282,4293,3162
448,#c6eb4d,settled,6,1258,736,740.033,123.512,4649.76,0,0,0,4423,4423,48,0
449,#8e8d74,settled,4,329,223,639.437,41.633,4017.7,0,0,0,4245,4245,8,0
450,#57e29b,settled,1,22,19,555.062,2.35294,3487.56,0,0,0,0,0,0,0
451,#d384c2,settled,1,121,73,552.734,3.51639,3472.93,0,0,0,0,0,0,0
452,#9cd9e9,settled,1,84,54,627.644,2.21121,3943.6,0,0,0,0,0,0,0
453,#647b5d,settled,1,27,22,630.636,1.43029,3962.4,0,0,0,0,0,0,0
454,#e0d083,settled,1,34,27,619.323,2.1408,3891.32,0,0,0,0,0,0,0
455,#a972aa,settled,1,77,54,638.87,3.99052,4014.14,0,0,0,0,0,0,0
456,#72c8d1,settled,1,47,34,668.287,2.73922,4198.97,0,0,0,0,0,0,0
457,#ee6945,settled,5,598,383,816.744,209.191,5131.75,0,0,0,941,941,14,14
458,#b6bf6b,settled,1,36,28,642.232,3.723,4035.26,0,0,0,43,43,0,0
459,#7f6193,settled,1,34,27,741.74,2.87596,4660.49,0,0,0,34,34,0,0
460,#48b6b9,settled,1,13,13,742.114,0.770496,4662.84,0,0,0,18,18,0,0
461,#c458e0,settled,4,227,165,813.244,102.015,5109.76,0,0,0,0,0,5,3
462,#8cad54,settled,1,76,50,554.683,6.02972,3485.17,0,0,0,0,0,0,0
463,#554f7b,settled,1,45,36,464.333,4.01747,2917.49,0,0,0,95,95,0,0
464,#d1a4a1,settled,1,59,42,412.192,16.5062,2589.88,0,0,0,134,134,0,0
465,#9a46c8,settled,1,38,32,490.57,6.39004,3082.34,0,0,0,51,51,0,0
466,#629cef,settled,1,8,9,744.419,35.5643,4677.33,0,0,0,36,36,0,0
467,#def062,settled,1,66,50,581.378,25.0717,3652.91,0,0,0,640,640,0,0
468,#a79389,settled,1,16,16,217.578,2.15283,1367.09,0,0,0,0,0,0,0
469,#70e8b0,settled,1,63,47,254.688,14.415,1600.25,0,0,0,0,0,0,0
470,#eb89d7,settled,1,103,63,342.482,5.55428,2151.88,0,0,0,0,0,0,0
471,#b4df4a,settled,1,19,17,418.177,3.44416,2627.49,0,0,0,0,0,0,0
472,#7d8172,settled,1,66,46,306.133,37.272,1923.49,0,0,0,0,0,0,0
473,#46d698,settled,1,26,22,491.661,1.97121,3089.2,0,0,0,0,0,0,0
474,#c178bf,settled,1,8,9,467.742,29.7278,2938.91,0,0,0,0,0,0,0
475,#8acde6,settled,1,12,12,469.507,25.7543,2950,0,0,0,0,0,0,0
476,#53705a,settled,1,88,62,386.636,11.1102,2429.31,0,0,0,108,108,0,0
477,#cfc480,settled,1,9,11,512.924,25.2284,3222.79,0,0,0,0,0,0,0
478,#9766a8,settled,1,11,11,500.143,9.45517,3142.49,0,0,0,23,23,0,0
479,#60bcce,settled,1,27,23,542.395,29.3534,3407.97,0,0,0,0,0,0,0
480,#dc5d42,settled,1,7,9,262.808,11.0359,1651.27,0,0,0,0,0,0,0
481,#a5b369,settled,1,132,76,270.15,3.52338,1697.4,0,0,0,146,146,0,0
482,#6d5590,settled,4,262,179,508.341,84.6607,3194,0,0,0,21,21,9,4
483,#e9aab6,settled,1,16,16,508.133,4.51197,3192.7,0,0,0,21,21,0,0
484,#b24cdd,settled,3,260,172,506.039,85.373,3179.53,0,0,0,101,101,7,2
485,#7ba151,settled,2,162,111,548.586,77.8363,3446.87,0,0,0,0,0,0,0
486,#434378,settled,2,213,137,659.753,74.6282,4145.35,0,0,0,0,0,0,0
487,#bf989e,settled,2,61,46,701.751,34.4258,4409.23,0,0,0,0,0,0,0
488,#88eec5,settled,1,23,19,463.869,3.92772,2914.58,0,0,0,28,28,0,0
489,#5190ec,settled,1,9,10,451.149,6.30414,2834.65,0,0,0,0,0,0,0
490,#cde45f,settled,2,73,56,440.17,36.9214,2765.67,0,0,0,0,0,8,0
491,#958787,settled,2,84,67,421.539,74.1938,2648.61,0,0,0,918,918,0,0
492,#5edcad,settled,1,35,27,451.575,2.24784,2837.33,0,0,0,0,0,0,0
493,#da7ed4,settled,9,881,582,69.7167,111.841,438.043,0,0,0,2524,2524,553,414
494,#a3d348,settled,1,15,15,9.26892,17.029,58.2384,0,0,0,0,0,0,0
495,#6b756f,settled,1,12,13,304.295,35.7326,1911.94,0,0,0,3,3,0,0
496,#e7ca95,settled,1,34,27,266.628,25.9653,1675.27,0,0,0,0,0,0,0
497,#b06cbd,settled,1,9,11,550.015,16.1872,3455.85,0,0,0,0,0,0,0
498,#79c1e3,settled,1,7,8,523.86,17.9726,3291.51,0,0,0,0,0,0,0
499,#416457,settled,1,7,8,508.2,15.9386,3193.12,0,0,0,5,5,0,0
500,#bdb87e,settled,1,65,44,536.816,12.8821,3372.92,0,0,0,13,13,0,0
501,#865ba5,settled,1,107,72,560.473,57.0392,3521.56,0,0,0,490,490,0,0
502,#4fb0cb,settled,1,10,10,524.043,20.3074,3292.66,0,0,0,0,0,0,0
503,#cb513f,settled,1,76,50,575.217,6.38039,3614.2,0,0,0,571,571,0,0
504,#93a766,settled,1,317,181,571.313,3.19476,3589.67,0,0,0,807,807,0,0
505,#5c498d,settled,1,61,42,570.156,10.1442,3582.39,0,0,0,5,5,0,0
506,#d89eb3,settled,1,24,23,353.547,1.33995,2221.4,0,0,0,0,0,0,0
507,#a140db,settled,1,77,50,356.05,15.0274,2237.13,0,0,0,5,5,0,0
508,#69954e,settled,1,10,11,358.02,9.56576,2249.5,0,0,0,5,5,0,0
509,#e5ea74,settled,1,47,34,433.567,32.9066,2724.18,0,0,0,587,587,0,0
510,#ae8c9c,settled,1,14,13,174.601,19.3693,1097.05,0,0,0,0,0,0,0
511,#77e2c2,settled,1,117,73,195.707,4.17933,1229.66,0,0,0,0,0,0,0
512,#3f84e9,settled,2,146,100,524.997,9.95926,3298.65,0,0,0,0,0,0,0
513,#bbd95d,settled,3,281,190,586.361,98.9907,3684.22,0,0,0,0,0,3,0
514,#847b84,settled,2,231,148,589.613,49.9953,3704.65,0,0,0,0,0,0,0
515,#4dd0aa,settled,1,7,8,192.647,4.17223,1210.44,0,0,0,0,0,0,0
516,#c872d2,settled,1,66,47,222.534,6.16529,1398.22,0,0,0,0,0,0,0
517,#91c745,settled,1,16,16,226.198,1.60204,1421.24,0,0,0,0,0,0,0
518,#5a696c,settled,1,16,16,332.341,2.0786,2088.16,0,0,0,17,17,0,0
519,#d6be93,settled,1,68,50,338.626,9.74563,2127.65,0,0,0,91,91,0,0
520,#9e60ba,settled,1,57,49,343.233,11.0925,2156.6,0,0,0,263,263,0,0
521,#67b6e0,settled,1,70,50,336.847,6.21926,2116.47,0,0,0,206,206,0,0
522,#e35754,settled,1,17,15,373.052,1.42516,2343.96,0,0,0,20,20,0,0
523,#acac7b,settled,1,11,11,503.907,1.64761,3166.14,0,0,0,0,0,0,0
524,#744fa2,settled,1,16,16,349.217,1.33947,2194.2,0,0,0,0,0,0,0
525,#f0a3c8,settled,1,82,68,779.011,2.34462,4894.67,0,0,0,0,0,0,0
526,#b946f0,settled,1,58,45,771.909,2.90887,4850.05,0,0,0,30,30,0,0
527,#829b63,settled,1,20,17,770.809,2.11401,4843.14,0,0,0,30,30,0,0
528,#4af089,settled,1,19,15,765.981,1.38517,4812.8,0,0,0,0,0,0,0
529,#c692b1,settled,1,10,11,766.36,2.3949,4815.18,0,0,0,0,0,0,0
530,#8fe7d7,settled,1,16,17,646.359,3.32987,4061.19,0,0,0,0,0,0,0
531,#58894b,settled,1,27,24,710.005,1.76662,4461.09,0,0,0,0,0,0,0
532,#d4de72,settled,1,39,34,702.926,3.17053,4416.61,0,0,0,0,0,0,0
533,#9c8099,settled,3,813,468,751.027,84.2008,4718.84,0,0,0,4423,4423,36,0
534,#65d6bf,settled,2,470,272,771.643,65.5816,4848.38,0,0,0,0,0,0,0
535,#e177e7,settled,2,145,100,808.478,20.2125,5079.82,0,0,0,0,0,0,0
536,#aacd5a,settled,1,62,45,757.841,8.87405,4761.66,0,0,0,282,282,0,0
537,#726f81,settled,1,19,18,547.289,2.95261,3438.72,0,0,0,86,86,0,0
538,#eec4a8,settled,1,22,19,538.24,2.56304,3381.86,0,0,0,0,0,0,0
539,#b766cf,settled,1,20,16,536.89,2.83827,3373.38,0,0,0,0,0,0,0
540,#80bb42,settled,1,94,61,652.575,3.08339,4100.25,0,0,0,158,158,0,0
541,#485d69,settled,1,110,67,653.404,3.32548,4105.46,0,0,0,166,166,0,0
542,#c4b290,settled,1,16,16,506.657,41.0443,3183.42,0,0,0,7,7,0,0
543,#8d54b7,settled,1,19,16,331.988,2.16979,2085.94,0,0,0,46,46,0,0
544,#56aadd,settled,1,174,108,217.274,3.12365,1365.17,0,0,0,222,222,0,0
545,#d24b51,settled,1,110,69,222.791,7.53819,1399.84,0,0,0,0,0,0,0
546,#9aa178,settled,1,17,17,243.751,1.07307,1531.53,0,0,0,0,0,0,0
547,#63439f,settled,6,1215,724,471.138,250.94,2960.24,0,0,0,0,0,770,744
548,#df97c6,settled,1,57,41,318.257,39.9484,1999.67,0,0,0,0,0,0,0
549,#a8edec,settled,1,51,39,310.198,52.3583,1949.03,0,0,0,1,1,0,0
550,#708f60,settled,1,7,8,424.942,13.1939,2669.99,0,0,0,0,0,0,0
551,#ece487,settled,1,48,44,653.882,7.89477,4108.46,0,0,0,0,0,0,0
552,#b586ae,settled,1,7,8,498.196,6.75035,3130.26,0,0,0,28,28,0,0
553,#7edbd4,settled,1,16,16,643.256,28.3388,4041.69,0,0,0,0,0,0,0
554,#467e48,settled,1,76,50,510.884,32.586,3209.98,0,0,0,253,253,0,0
555,#c2d26f,settled,1,7,9,576.767,10.6369,3623.94,0,0,0,0,0,0,0
556,#8b7496,settled,1,83,55,487.866,5.71317,3065.35,0,0,0,93,93,0,0
557,#54cabd,settled,1,9,12,286.92,0.923421,1802.77,0,0,0,9,9,0,0
558,#cf6be4,settled,1,27,28,218.121,3.61195,1370.5,0,0,0,0,0,0,0
559,#98c157,settled,1,7,9,293.974,32.6052,1847.09,0,0,0,1,1,0,0
560,#61637e,settled,2,133,97,494.36,49.7615,3106.16,0,0,0,129,129,26,0
561,#ddb8a5,settled,1,14,14,458.389,4.13818,2880.14,0,0,0,0,0,0,0
562,#a55acc,settled,1,17,16,661.182,20.7203,4154.33,0,0,0,0,0,0,0
563,#6eaf3f,settled,2,55,46,625.835,36.9604,3932.24,0,0,0,0,0,0,0
564,#ea5166,settled,1,33,26,599.483,3.82689,3766.66,0,0,0,0,0,0,0
565,#b3a68d,settled,1,57,40,598.524,3.82616,3760.64,0,0,0,0,0,0,0
566,#7b48b4,settled,2,78,64,566.161,28.9688,3557.29,0,0,0,56,56,0,0
567,#449edb,settled,1,38,31,421.01,3.08375,2645.28,0,0,0,172,172,0,0
568,#c03f4f,settled,1,11,13,325.075,7.97883,2042.51,0,0,0,18,18,0,0
569,#899575,settled,1,13,13,324.114,6.11981,2036.47,0,0,0,17,17,0,0
570,#51ea9c,settled,1,20,19,31.0219,21.4523,194.916,0,0,0,0,0,0,0
571,#cd8cc3,settled,3,233,154,34.7325,64.8951,218.231,0,0,0,0,0,16,1
572,#96e1e9,settled,2,79,60,74.1155,32.0699,465.681,0,0,0,179,179,12,0
573,#5f835d,settled,1,24,19,50.0124,17.8089,314.237,0,0,0,199,199,0,0
574,#dbd884,settled,1,72,50,53.9018,3.71595,338.675,0,0,0,18,18,0,0
575,#a37aab,settled,1,41,32,70.5509,2.53669,443.284,0,0,0,16,16,0,0
576,#6ccfd2,settled,4,519,330,101.156,87.7927,635.583,0,0,0,1674,1674,34,0
577,#e87146,settled,3,443,276,47.6242,68.2607,299.231,0,0,0,0,0,10,0
578,#b1c66c,settled,1,28,23,167.746,3.16791,1053.98,0,0,0,0,0,0,0
579,#796993,settled,1,13,13,437.71,23.1007,2750.21,0,0,0,130,130,0,0
580,#42beba,settled,1,7,8,353.456,25.4753,2220.83,0,0,0,0,0,0,0
581,#be5fe1,settled,1,9,10,379.7,16.0774,2385.72,0,0,0,0,0,0,0
582,#87b554,settled,1,21,17,401.607,1.07167,2523.37,0,0,0,21,21,0,0
583,#4f577b,settled,1,51,36,362.871,14.766,2279.99,0,0,0,0,0,0,0
584,#cbaca2,settled,1,19,16,321.291,2.1942,2018.73,0,0,0,0,0,0,0
585,#944ec9,settled,4,329,226,126.001,74.9749,791.685,0,0,0,0,0,62,0
586,#5da3f0,settled,8,573,401,168.677,75.2128,1059.83,0,0,0,247,247,28,0
587,#d94564,settled,1,18,17,118.633,2.97048,745.393,0,0,0,0,0,0,0
588,#a19a8a,settled,1,55,44,129.401,6.32182,813.054,0,0,0,0,0,0,0
589,#6af0b1,settled,1,53,42,133.025,2.23415,835.819,0,0,0,67,67,0,0
590,#e691d8,settled,1,36,26,138.727,5.20055,871.649,0,0,0,0,0,0,0
591,#afe74b,settled,1,20,17,80.1977,1.44579,503.897,0,0,0,0,0,0,0
592,#778972,settled,2,132,96,136.983,12.998,860.692,0,0,0,5,5,15,0
593,#40de99,settled,1,71,50,158.3,11.2355,994.629,0,0,0,19,19,0,0
594,#bc80c0,settled,1,71,50,162.424,2.90631,1020.54,0,0,0,178,178,0,0
595,#85d5e7,settled,1,26,21,220.049,3.26127,1382.61,0,0,0,0,0,0,0
596,#4d775b,settled,1,15,16,219.913,1.95702,1381.76,0,0,0,0,0,0,0
597,#c9cc81,settled,1,7,8,220.199,1.99342,1383.55,0,0,0,0,0,0,0
598,#926ea8,settled,2,115,81,233.993,48.9206,1470.22,0,0,0,0,0,0,0
599,#5bc4cf,settled,1,25,20,272.574,2.75308,1712.63,0,0,0,32,32,0,0
600,#d66543,settled,1,18,18,251.827,17.3294,1582.27,0,0,0,0,0,0,0
601,#9fba69,settled,1,8,9,494.969,16.474,3109.98,0,0,0,0,0,0,0
602,#685d90,settled,1,15,14,480.177,4.37575,3017.04,0,0,0,0,0,0,0
603,#e4b1b7,settled,1,20,18,230.128,4.57625,1445.94,0,0,0,0,0,0,0
604,#ac54de,settled,1,15,14,200.746,4.18193,1261.33,0,0,0,0,0,0,0
605,#75a951,settled,1,114,81,196.086,5.018,1232.05,0,0,0,0,0,0,0
606,#f14a79,settled,1,18,16,195.89,1.19346,1230.82,0,0,0,0,0,0,0
607,#baa09f,settled,1,38,30,312.411,1.70659,1962.94,0,0,0,0,0,0,0
608,#8242c6,settled,6,560,365,330.15,90.2635,2074.39,0,0,0,3006,3006,37,0
609,#4b97ed,settled,1,41,33,377.687,1.46913,2373.08,0,0,0,48,48,0,0
610,#c7ec60,settled,1,70,49,572.78,5.3869,3598.89,0,0,0,0,0,0,0
611,#908e87,settled,1,9,10,774.133,1.50298,4864.02,0,0,0,0,0,0,0
