group,color,action,charts,faces,vertices,mean_radius,radius_spread,circumference,wraps,shift_u,shift_v,overlap_before,overlap_after,intra_overlap,intra_wrongwind
676,#857c97,settled,1,33,27,600.17,4.85092,3770.98,0,0,0,82,82,0,0
677,#4ed2bd,settled,1,45,34,601.559,2.70215,3779.71,0,0,0,112,112,0,0
678,#ca73e4,settled,1,47,35,602.873,2.0035,3787.96,0,0,0,128,128,0,0
679,#93c858,settled,1,42,31,654.967,3.22513,4115.28,0,0,0,52,52,0,0
680,#5b6b7f,settled,1,27,25,677.94,6.32485,4259.62,0,0,0,34,34,0,0
681,#d7bfa5,settled,1,7,8,961.526,1.35296,6041.45,0,0,0,0,0,0,0
682,#a062cd,settled,1,8,9,966.406,1.35759,6072.11,0,0,0,0,0,0,0
683,#69b740,settled,1,41,30,968.171,2.69471,6083.19,0,0,0,0,0,0,0
684,#e45867,settled,1,13,14,970.264,2.1996,6096.35,0,0,0,0,0,0,0
685,#adae8e,settled,1,170,105,1048.65,6.69182,6588.86,0,0,0,0,0,0,0
686,#7650b5,settled,1,18,19,1037.07,3.46922,6516.11,0,0,0,0,0,0,0
687,#f2a5db,settled,1,29,25,1029.25,5.66851,6466.98,0,0,0,0,0,0,0
688,#ba474f,settled,1,18,16,987.308,3.81494,6203.44,0,0,0,0,0,0,0
689,#839c76,settled,1,8,10,914.893,36.4183,5748.44,0,0,0,0,0,0,0
690,#4cf29c,settled,1,22,18,802.955,3.12644,5045.12,0,0,0,0,0,0,0
691,#c893c4,settled,1,34,26,815.898,3.30971,5126.44,0,0,0,0,0,0,0
692,#90e9ea,settled,1,11,13,796.395,3.0245,5003.9,0,0,0,0,0,0,0
693,#598b5e,settled,1,53,40,784.786,3.05223,4930.96,0,0,0,0,0,0,0
694,#d5e085,settled,1,17,17,781.455,3.09817,4910.03,0,0,0,0,0,0,0
695,#9e82ac,settled,1,20,18,778.405,4.09552,4890.86,0,0,0,0,0,0,0
696,#66d7d2,settled,1,72,52,669.016,2.38893,4203.55,0,0,0,77,77,0,0
697,#e27946,settled,1,67,49,702.425,23.5021,4413.46,0,0,0,129,129,0,0
698,#abce6d,settled,1,57,38,722.251,5.93689,4538.03,0,0,0,0,0,0,0
699,#747094,settled,1,39,35,692.758,5.93217,4352.73,0,0,0,0,0,0,0
700,#f0c5ba,settled,1,7,9,694.833,6.56228,4365.76,0,0,0,0,0,0,0
701,#b867e2,settled,1,14,14,716.902,7.83528,4504.43,0,0,0,0,0,0,0
702,#81bd55,settled,1,70,48,723.457,3.41989,4545.62,0,0,0,0,0,0,0
703,#4a5f7c,settled,1,72,48,727.372,4.44369,4570.22,0,0,0,0,0,0,0
704,#c6b3a3,settled,1,10,12,629.307,1.90495,3954.05,0,0,0,0,0,0,0
705,#8e56ca,settled,1,31,25,644.741,2.79231,4051.02,0,0,0,31,31,0,0
706,#57abf0,settled,1,185,115,649.275,7.95497,4079.52,0,0,0,221,221,0,0
707,#d34d64,settled,1,18,17,644.05,2.99865,4046.69,0,0,0,18,18,0,0
708,#9ca28b,settled,1,45,34,701.198,3.64378,4405.76,0,0,0,25,25,0,0
709,#6444b2,settled,1,19,17,702.918,2.88443,4416.57,0,0,0,25,25,0,0
710,#e099d9,settled,1,22,20,714.605,3.47058,4489.99,0,0,0,0,0,0,0
711,#a9ee4c,settled,1,40,36,687.136,3.09768,4317.4,0,0,0,0,0,0,0
712,#729073,settled,1,36,28,684.822,2.44641,4302.86,0,0,0,0,0,0,0
713,#eee59a,settled,1,56,41,722.518,14.3831,4539.72,0,0,0,0,0,0,0
714,#b687c1,settled,1,15,15,735.509,2.18457,4621.34,0,0,0,0,0,0,0
715,#7fdde7,settled,1,17,17,738.443,2.52217,4639.78,0,0,0,0,0,0,0
716,#487f5b,settled,2,180,125,625.924,71.6538,3932.8,0,0,0,0,0,18,0
717,#c4d482,settled,1,13,12,601.239,2.64719,3777.69,0,0,0,12,12,0,0
718,#8c76a9,settled,1,7,8,621.83,1.98228,3907.07,0,0,0,0,0,0,0
719,#55cbcf,settled,1,9,10,624.819,1.60764,3925.85,0,0,0,0,0,0,0
720,#d16d43,settled,1,82,51,625.579,3.73262,3930.63,0,0,0,0,0,0,0
721,#9ac26a,settled,3,547,335,693.552,12.8156,4357.72,0,0,0,355,355,40,0
722,#626491,settled,1,18,17,600.875,0.788343,3775.41,0,0,0,0,0,0,0
723,#deb9b8,settled,1,51,41,593.961,4.46028,3731.96,0,0,0,0,0,0,0
724,#a75bdf,settled,1,35,28,587.253,3.116,3689.82,0,0,0,0,0,0,0
725,#70b152,settled,1,8,10,593.432,1.89126,3728.65,0,0,0,0,0,0,0
726,#eb5279,settled,1,35,26,604.121,2.3408,3795.8,0,0,0,0,0,0,0
727,#b4a8a0,settled,1,21,19,655.62,3.06342,4119.38,0,0,0,0,0,0,0
728,#7d4ac7,settled,1,16,15,685.097,1.95021,4304.59,0,0,0,80,80,0,0
729,#469fee,settled,1,79,53,601.868,2.02317,3781.65,0,0,0,0,0,0,0
730,#c14162,settled,1,22,20,606.829,0.616351,3812.82,0,0,0,0,0,0,0
731,#8a9688,settled,1,62,45,600.62,0.484554,3773.81,0,0,0,0,0,0,0
732,#53ebaf,settled,1,53,43,606.215,0.966424,3808.96,0,0,0,0,0,0,0
733,#cf8dd6,settled,1,7,10,571.397,1.64308,3590.19,0,0,0,7,7,0,0
734,#97e249,settled,2,137,98,702.554,27.0199,4414.28,0,0,0,70,70,0,0
735,#608570,settled,1,18,16,680.446,1.86285,4275.37,0,0,0,0,0,0,0
736,#dcd997,settled,1,29,23,707.445,2.31165,4445.01,0,0,0,0,0,0,0
737,#a57bbe,settled,1,78,50,668.773,7.93011,4202.02,0,0,0,0,0,0,0
738,#6dd1e4,settled,1,77,50,668.96,8.06738,4203.2,0,0,0,0,0,0,0
739,#e97258,settled,1,19,18,605.172,1.45739,3802.41,0,0,0,0,0,0,0
740,#b2c87f,settled,1,369,219,739.649,10.8581,4647.35,0,0,0,0,0,0,0
741,#7b6aa6,settled,1,82,60,725.146,2.03559,4556.23,0,0,0,0,0,0,0
742,#43bfcd,settled,1,7,9,762.377,2.15322,4790.16,0,0,0,0,0,0,0
743,#bf6141,settled,1,18,20,753.966,5.52012,4737.31,0,0,0,0,0,0,0
744,#88b667,settled,1,12,12,747.792,2.6032,4698.51,0,0,0,0,0,0,0
745,#51588e,settled,1,20,19,745.452,3.82717,4683.81,0,0,0,0,0,0,0
746,#cdadb5,settled,1,149,102,737.861,12.6592,4636.12,0,0,0,0,0,0,0
747,#954fdc,settled,1,50,50,938.579,50.599,5897.27,0,0,0,0,0,0,0
748,#5ea54f,settled,1,19,18,982.349,2.85019,6172.28,0,0,0,0,0,0,0
749,#da4677,settled,1,45,34,1019.11,2.64131,6403.24,0,0,0,0,0,0,0
750,#a39c9d,settled,1,23,17,1020.01,2.49068,6408.93,0,0,0,0,0,0,0
751,#6bf1c4,settled,1,23,20,1017.97,1.76522,6396.07,0,0,0,0,0,0,0
752,#e793eb,settled,1,17,15,1017.76,1.70273,6394.79,0,0,0,5,5,0,0
753,#b0e85e,settled,1,161,105,1013.44,8.99109,6367.6,0,0,0,5,5,0,0
754,#798a85,settled,1,23,22,1063.67,6.25609,6683.25,0,0,0,29,29,0,0
755,#41e0ac,settled,1,20,19,1452.55,1.57096,9126.62,0,0,0,14,14,0,0
756,#bd81d3,settled,1,19,18,1452.51,2.85081,9126.39,0,0,0,0,0,0,0
757,#86d646,settled,22,5788,3319,1442.25,262.364,9061.94,0,0,0,1287,1287,343,65
758,#4f796d,settled,1,16,17,1468.43,3.52941,9226.44,0,0,0,24,24,0,0
759,#cbcd94,settled,1,213,130,1470.92,4.8144,9242.04,0,0,0,82,82,0,0
760,#9370bb,settled,1,16,14,1472.34,1.64993,9250.98,0,0,0,16,16,0,0
761,#5cc5e2,settled,1,27,25,1472.82,1.9047,9254,0,0,0,10,10,0,0
762,#d86656,settled,1,16,14,1473.59,2.38287,9258.84,0,0,0,0,0,0,0
763,#a1bc7c,settled,1,23,18,1474.41,1.64319,9263.99,0,0,0,0,0,0,0
764,#695ea3,settled,1,25,23,1474.72,2.85183,9265.92,0,0,0,22,22,0,0
765,#e5b3ca,settled,1,142,88,1477.72,6.2,9284.8,0,0,0,38,38,0,0
766,#ae55f1,settled,1,15,14,1484.36,3.45661,9326.48,0,0,0,0,0,0,0
767,#77aa64,settled,1,71,50,1451.83,9.65191,9122.13,0,0,0,44,44,0,0
768,#3f4d8c,settled,1,70,50,1493.33,4.81931,9382.86,0,0,0,176,176,0,0
769,#bba1b2,settled,1,183,115,1490.78,4.62501,9366.83,0,0,0,472,472,0,0
770,#8443d9,settled,1,57,44,1200.06,10.4996,7540.18,0,0,0,0,0,0,0
771,#4d994d,settled,1,20,20,1168.35,4.69714,7340.96,0,0,0,0,0,0,0
772,#c8ee73,settled,1,10,12,1173.21,1.76239,7371.49,0,0,0,0,0,0,0
773,#91909a,settled,1,9,11,1227.59,5.41806,7713.19,0,0,0,0,0,0,0
774,#5ae5c1,settled,1,35,28,1225.85,2.48287,7702.27,0,0,0,0,0,0,0
775,#d687e8,settled,1,71,50,1074.39,13.8632,6750.59,0,0,0,0,0,0,0
776,#9edc5b,settled,1,76,54,1055.55,4.79625,6632.22,0,0,0,0,0,0,0
777,#677e82,settled,1,22,24,1084.72,2.76526,6815.5,0,0,0,0,0,0,0
778,#e3d3a9,settled,1,24,22,1079,4.84858,6779.54,0,0,0,0,0,0,0
779,#ac75d0,settled,1,13,14,1079.59,2.90255,6783.26,0,0,0,0,0,0,0
780,#74cb43,settled,1,24,23,1072.18,3.58394,6736.68,0,0,0,0,0,0,0
781,#f06c6b,settled,1,15,16,1071.7,3.54542,6733.7,0,0,0,0,0,0,0
782,#b9c191,settled,1,10,11,1038.45,3.80867,6524.77,0,0,0,0,0,0,0
783,#8264b8,settled,1,43,32,1065.05,2.74928,6691.91,0,0,0,0,0,0,0
784,#4ab9df,settled,1,33,30,889.52,6.19606,5589.02,0,0,0,0,0,0,0
785,#c65b53,settled,1,77,50,931.474,7.84934,5852.63,0,0,0,0,0,0,0
786,#8fb079,settled,1,16,16,956.308,2.48689,6008.66,0,0,0,0,0,0,0
787,#5852a1,settled,1,46,36,861.901,4.74779,5415.48,0,0,0,0,0,0,0
788,#d4a7c7,settled,1,28,23,870.867,1.57379,5471.82,0,0,0,0,0,0,0
789,#9c49ee,settled,1,10,11,823.272,2.69875,5172.77,0,0,0,2,2,0,0
790,#659e62,settled,1,15,17,825.7,2.22247,5188.03,0,0,0,0,0,0,0
791,#e14089,settled,1,17,15,823.432,3.2664,5173.78,0,0,0,2,2,0,0
792,#aa95af,settled,1,61,49,840.637,9.09647,5281.88,0,0,0,0,0,0,0
793,#72ebd6,settled,1,185,111,842.309,6.42394,5292.38,0,0,0,255,255,0,0
794,#ee8c4a,settled,1,17,17,841.584,2.35357,5287.83,0,0,0,0,0,0,0
795,#b7e270,settled,1,27,24,845.269,3.09676,5310.98,0,0,0,0,0,0,0
796,#808497,settled,1,262,152,847.433,9.13185,5324.58,0,0,0,255,255,0,0
797,#48d9be,settled,1,14,14,843.29,2.86508,5298.55,0,0,0,0,0,0,0
798,#c47be5,settled,1,20,18,850.632,4.37908,5344.68,0,0,0,0,0,0,0
799,#8dd058,settled,1,30,25,872.484,3.36765,5481.98,0,0,0,0,0,0,0
800,#567280,settled,1,18,18,854.763,3.02219,5370.63,0,0,0,0,0,0,0
801,#d2c7a6,settled,1,20,18,857.433,2.46354,5387.41,0,0,0,0,0,0,0
802,#9a69cd,settled,1,10,10,744.435,1.61974,4677.42,0,0,0,0,0,0,0
803,#63bf41,settled,1,144,88,738.204,0.806217,4638.27,0,0,0,193,193,0,0
804,#df6068,settled,1,38,31,747.204,2.50143,4694.82,0,0,0,0,0,0,0
805,#a8b68e,settled,1,28,26,722.251,1.14328,4538.04,0,0,0,0,0,0,0
806,#7058b6,settled,1,20,19,721.423,0.677182,4532.83,0,0,0,0,0,0,0
807,#ecacdc,settled,1,157,94,703.493,3.69493,4420.18,0,0,0,421,421,0,0
808,#b54f50,settled,1,18,16,748.781,3.0042,4704.73,0,0,0,0,0,0,0
809,#7ea477,settled,1,16,15,755.127,2.49961,4744.6,0,0,0,0,0,0,0
810,#46469e,settled,1,38,28,770.752,3.87106,4842.78,0,0,0,83,83,0,0
811,#c29bc4,settled,2,466,298,726.567,22.5787,4565.16,0,0,0,0,0,14,0
812,#8bf0eb,settled,1,62,49,710.387,10.4602,4463.49,0,0,0,0,0,0,0
813,#54935f,settled,1,70,50,707.904,10.4691,4447.89,0,0,0,7,7,0,0
814,#cfe785,settled,1,19,18,759.924,1.23193,4774.74,0,0,0,0,0,0,0
815,#9889ac,settled,1,39,33,759.209,2.55336,4770.25,0,0,0,0,0,0,0
816,#61dfd3,settled,1,26,23,755.585,1.96984,4747.48,0,0,0,0,0,0,0
817,#dd8047,settled,1,32,23,758.534,3.36495,4766.01,0,0,0,43,43,0,0
818,#a5d66d,settled,1,315,179,773.462,4.7844,4859.8,0,0,0,0,0,0,0
819,#6e7895,settled,1,15,14,1204.81,32.118,7570.03,0,0,0,46,46,0,0
820,#eacdbb,settled,22,5483,3169,1439.94,391.815,9047.39,0,0,0,268,268,294,76
821,#b36fe2,settled,23,5434,3121,1463.76,251.841,9197.07,0,0,0,3,3,387,39
822,#7bc456,settled,1,72,50,1303.28,9.74353,8188.73,0,0,0,0,0,0,0
823,#44667d,settled,1,66,48,1596.14,14.9922,10028.8,0,0,0,0,0,0,0
824,#c0bba3,settled,1,208,149,1599.94,3.59293,10052.7,0,0,0,0,0,0,0
825,#895dcb,settled,1,22,19,1597.68,2.28489,10038.5,0,0,0,0,0,0,0
826,#51b3f1,settled,1,12,12,1596.98,2.17561,10034.1,0,0,0,0,0,0,0
827,#cd5465,settled,1,76,50,1430,18.0123,8984.94,0,0,0,1550,1550,0,0
828,#96aa8c,settled,1,53,50,1429.38,10.0919,8981.05,0,0,0,440,440,0,0
829,#5f4cb3,settled,1,251,142,1424.6,3.59393,8951.02,0,0,0,1372,1372,0,0
830,#dba1d9,settled,1,160,96,1435.36,3.53298,9018.63,0,0,0,896,896,0,0
831,#a3434d,settled,1,73,49,1408.71,8.94694,8851.16,0,0,0,673,673,0,0
832,#6c9874,settled,1,29,24,1413.48,3.70933,8881.17,0,0,0,255,255,0,0
833,#e8ed9a,settled,1,49,38,1422.7,2.03226,8939.12,0,0,0,308,308,0,0
834,#b18fc1,settled,1,348,195,1409.7,4.12661,8857.4,0,0,0,2826,2826,0,0
835,#79e4e8,settled,1,8,10,1358.25,0.312856,8534.12,0,0,0,19,19,0,0
836,#42875c,settled,1,184,110,1362.09,6.04501,8558.25,0,0,0,1148,1148,0,0
837,#bedb82,settled,1,22,18,1356.08,1.55515,8520.5,0,0,0,97,97,0,0
838,#877eaa,settled,1,21,18,1357.29,2.63904,8528.1,0,0,0,105,105,0,0
839,#4fd3d0,settled,1,16,14,1356.9,1.85674,8525.67,0,0,0,102,102,0,0
840,#cb7444,settled,1,78,50,1278.75,18.0601,8034.64,0,0,0,0,0,0,0
841,#94ca6b,settled,1,28,29,1188.6,83.5231,7468.2,0,0,0,151,151,0,0
842,#5d6c92,settled,1,58,47,1170.89,7.13661,7356.92,0,0,0,72,72,0,0
843,#d9c1b8,settled,2,299,237,1143.77,40.5685,7186.51,0,0,0,591,591,0,0
844,#a163e0,settled,1,100,66,1118.95,5.30544,7030.56,0,0,0,135,135,0,0
845,#6ab853,settled,1,17,19,1140.7,45.3494,7167.24,0,0,0,306,306,0,0
846,#e65a7a,settled,1,46,41,1115.52,7.03295,7009.04,0,0,0,56,56,0,0
847,#afafa1,settled,1,46,34,1145.81,12.1414,7199.31,0,0,0,0,0,0,0
848,#7751c8,settled,1,40,34,1087.48,5.13551,6832.82,0,0,0,0,0,0,0
849,#40a7ee,settled,3,124,96,1020.06,5.74499,6409.24,0,0,0,0,0,11,0
850,#bc4862,settled,1,7,9,1016.09,2.3801,6384.26,0,0,0,0,0,0,0
851,#859e89,settled,1,152,100,915.809,9.79327,5754.2,0,0,0,0,0,0,0
852,#4d40b0,settled,1,12,11,1024.44,1.26256,6436.77,0,0,0,0,0,0,0
853,#c995d6,settled,1,18,17,963.571,2.69275,6054.29,0,0,0,0,0,0,0
854,#92ea4a,settled,1,25,21,965.132,2.78786,6064.1,0,0,0,0,0,0,0
855,#5b8c71,settled,1,44,34,986.856,4.0442,6200.6,0,0,0,0,0,0,0
856,#d6e197,settled,1,17,16,892.85,2.1504,5609.94,0,0,0,0,0,0,0
857,#9f83bf,settled,1,15,14,940.515,2.58299,5909.43,0,0,0,0,0,0,0
858,#68d9e5,settled,1,51,44,917.694,4.23611,5766.04,0,0,0,0,0,0,0
859,#e47a59,settled,1,45,35,859.479,1.828,5400.27,0,0,0,0,0,0,0
860,#accf80,settled,1,72,50,932.531,2.79191,5859.27,0,0,0,0,0,0,0
861,#7572a7,settled,28,6615,3876,1632.14,215.701,10255.1,0,0,0,20072,20072,3595,3132
862,#f1c6cd,settled,146,23788,14628,1672.27,276.04,10507.2,0,0,0,2219,2219,40902,35770
863,#ba6941,settled,1,31,25,1518.4,3.15818,9540.38,0,0,0,0,0,0,0
864,#82be68,settled,1,9,9,1514.64,3.66266,9516.77,0,0,0,16,16,0,0
865,#4b608f,settled,1,15,14,1520.31,5.56994,9552.39,0,0,0,0,0,0,0
866,#c7b5b6,settled,1,14,14,1514.55,3.25578,9516.21,0,0,0,16,16,0,0
867,#9057dd,settled,1,47,41,1438.1,19.509,9035.83,0,0,0,0,0,0,0
868,#58ac50,settled,1,112,84,1437.4,58.219,9031.46,0,0,0,1033,1033,0,0
869,#d44e77,settled,1,38,36,1464.38,3.02057,9200.95,0,0,0,108,108,0,0
870,#9da39e,settled,1,7,9,1456.6,3.85463,9152.07,0,0,0,0,0,0,0
871,#6646c5,settled,1,13,13,1462.7,4.44609,9190.39,0,0,0,27,27,0,0
872,#e29aeb,settled,1,8,10,1466.19,3.3713,9212.33,0,0,0,10,10,0,0
873,#aaf05f,settled,1,38,39,1463.77,24.3348,9197.15,0,0,0,273,273,0,0
874,#739286,settled,1,8,10,1449.49,6.63082,9107.39,0,0,0,46,46,0,0
875,#efe7ac,settled,1,75,50,1457.78,6.23913,9159.5,0,0,0,210,210,0,0
876,#b889d4,settled,1,67,46,1467.7,8.23834,9221.83,0,0,0,140,140,0,0
877,#80de47,settled,1,53,38,1471.34,5.55993,9244.7,0,0,0,0,0,0,0
878,#49806e,settled,1,54,38,1470.11,5.83898,9236.97,0,0,0,0,0,0,0
879,#c5d595,settled,1,15,15,1493.67,2.60819,9385.01,0,0,0,0,0,0,0
880,#8e77bc,settled,1,122,78,1495.26,3.76938,9394.99,0,0,0,0,0,0,0
881,#56cde2,settled,1,29,25,1397.16,2.90155,8778.62,0,0,0,66,66,0,0
882,#d26e56,settled,1,115,71,1354.93,3.41128,8513.3,0,0,0,0,0,0,0
883,#9bc47d,settled,1,64,50,1379.95,11.5329,8670.51,0,0,0,125,125,0,0
884,#6466a4,settled,1,38,34,1383.2,2.56928,8690.91,0,0,0,75,75,0,0
885,#e0bacb,settled,1,19,16,1402.17,3.10661,8810.12,0,0,0,0,0,0,0
886,#a85df2,settled,1,72,50,1276.22,18.361,8018.73,0,0,0,0,0,0,0
887,#71b265,settled,1,53,40,1284.03,7.82507,8067.81,0,0,0,125,125,0,0
888,#ed548c,settled,1,24,21,1192.42,2.27388,7492.22,0,0,0,0,0,0,0
889,#b6a9b3,settled,1,25,23,1192.01,2.29383,7489.63,0,0,0,0,0,0,0
890,#7e4bda,settled,1,19,18,1192.88,1.54458,7495.11,0,0,0,0,0,0,0
891,#47a14d,settled,1,71,50,1211.96,13.8273,7614.97,0,0,0,0,0,0,0
892,#c34274,settled,1,50,41,1225.23,8.40702,7698.35,0,0,0,0,0,0,0
893,#8c979b,settled,1,59,48,1232.65,7.70228,7745,0,0,0,0,0,0,0
894,#54edc1,settled,1,73,50,1220.44,13.8468,7668.24,0,0,0,0,0,0,0
895,#d08ee9,settled,1,308,173,1225.52,8.099,7700.15,0,0,0,0,0,0,0
896,#99e45c,settled,1,17,17,1064.66,2.83492,6689.44,0,0,0,0,0,0,0
897,#628683,settled,1,16,16,1089.72,1.96803,6846.89,0,0,0,0,0,0,0
898,#dddbaa,settled,1,12,12,1098.51,1.6015,6902.16,0,0,0,0,0,0,0
899,#a67dd1,settled,1,24,20,1080.18,1.07068,6786.96,0,0,0,0,0,0,0
900,#6fd244,settled,1,61,43,1098.87,10.0291,6904.4,0,0,0,0,0,0,0
901,#eb746b,settled,1,76,50,1079.79,16.6795,6784.54,0,0,0,0,0,0,0
902,#b3c992,settled,3,391,256,1084.12,54.2301,6811.75,0,0,0,0,0,0,0
903,#7c6bb9,settled,2,319,195,1139.4,11.8549,7159.06,0,0,0,0,0,0,0
904,#45c1e0,settled,2,125,90,1050.29,39.7838,6599.19,0,0,0,462,462,0,0
905,#c16254,settled,3,416,269,1070.77,39.8436,6727.84,0,0,0,587,587,0,0
906,#89b87a,settled,1,59,39,1069.93,3.95437,6722.54,0,0,0,8,8,0,0
907,#525aa1,settled,1,27,23,1062.83,3.07119,6677.96,0,0,0,39,39,0,0
908,#ceafc8,settled,1,77,50,1060.51,8.03239,6663.41,0,0,0,97,97,0,0
909,#9751ef,settled,1,11,13,1041.7,16.3803,6545.21,0,0,0,0,0,0,0
910,#5fa662,settled,1,124,75,1066.27,1.88019,6699.55,0,0,0,293,293,0,0
911,#db4889,settled,1,77,57,1071.48,4.03727,6732.31,0,0,0,178,178,0,0
912,#a49db0,settled,1,33,26,1058.46,2.63426,6650.53,0,0,0,0,0,0,0
913,#6d3fd7,settled,1,33,28,994.043,1.28975,6245.75,0,0,0,86,86,0,0
914,#e9944a,settled,9,719,506,1095.85,159.677,6885.4,0,0,0,2365,2365,75,22
915,#b1e971,settled,2,134,100,1080.1,21.6346,6786.5,0,0,0,366,366,7,0
916,#7a8c98,settled,1,46,34,1035.65,3.45562,6507.16,0,0,0,0,0,0,0
917,#43e1bf,settled,1,15,15,1014.4,3.26659,6373.68,0,0,0,0,0,0,0
918,#bf82e6,settled,1,9,10,1026.63,1.14209,6450.48,0,0,0,0,0,0,0
919,#87d859,settled,1,20,17,1026.8,1.79303,6451.56,0,0,0,0,0,0,0
920,#507a80,settled,1,18,16,1068.39,3.52823,6712.87,0,0,0,21,21,0,0
921,#cccfa7,settled,1,20,18,1081.62,1.75881,6796.02,0,0,0,27,27,0,0
922,#9571ce,settled,2,127,96,1068.7,18.9924,6714.82,0,0,0,539,539,9,0
923,#5dc641,settled,1,38,32,1073,2.16409,6741.83,0,0,0,100,100,0,0
924,#d96869,settled,1,43,37,1071.82,2.48148,6734.44,0,0,0,101,101,0,0
925,#a2bd8f,settled,1,11,12,1070.23,1.16572,6724.46,0,0,0,11,11,0,0
926,#6b5fb6,settled,1,12,13,1068.81,2.53614,6715.53,0,0,0,17,17,0,0
927,#e7b4dd,settled,1,75,50,1048.33,2.13396,6586.88,0,0,0,0,0,0,0
928,#af5651,settled,1,66,50,976.48,10.7282,6135.41,0,0,0,0,0,0,0
929,#78ac77,settled,1,63,44,1067.57,7.94817,6707.74,0,0,0,0,0,0,0
930,#414e9e,settled,1,64,43,1043.16,2.49152,6554.34,0,0,0,64,64,0,0
931,#bda3c5,settled,1,17,15,1043.22,0.896524,6554.73,0,0,0,38,38,0,0
932,#8545ec,settled,1,181,108,1061.56,2.81737,6669.98,0,0,0,216,216,0,0
933,#4e9a5f,settled,5,699,447,1074.27,54.299,6749.84,0,0,0,928,928,128,0
934,#caef86,settled,1,71,50,1040.89,22.2826,6540.12,0,0,0,0,0,0,0
935,#9391ad,settled,1,68,49,1002.44,1.6542,6298.52,0,0,0,0,0,0,0
936,#5be7d4,settled,1,66,50,1021.06,16.9895,6415.49,0,0,0,0,0,0,0
937,#d78848,settled,1,19,18,1007.05,1.50581,6327.46,0,0,0,0,0,0,0
938,#a0dd6e,settled,1,69,49,984.581,4.11867,6186.31,0,0,0,94,94,0,0
939,#698095,settled,1,10,12,1069.67,6.69533,6720.91,0,0,0,0,0,0,0
940,#e4d4bc,settled,1,34,26,1066.83,2.29724,6703.06,0,0,0,0,0,0,0
941,#ad77e3,settled,3,212,149,1097.5,87.8582,6895.8,0,0,0,0,0,3,0
942,#76cc56,settled,1,388,222,1065.4,2.92234,6694.09,0,0,0,0,0,0,0
943,#f26d7e,settled,1,178,110,1050.17,7.18641,6598.41,0,0,0,147,147,0,0
944,#bac3a4,settled,1,23,19,1055.1,3.7824,6629.38,0,0,0,147,147,0,0
945,#8365cb,settled,1,22,20,1047.31,3.19063,6580.43,0,0,0,0,0,0,0
946,#4cbaf2,settled,1,16,16,1048.36,1.72554,6587.06,0,0,0,0,0,0,0
947,#c85c66,settled,1,18,17,1047.64,3.51174,6582.54,0,0,0,0,0,0,0
948,#90b18c,settled,1,14,12,1050.7,1.74302,6601.72,0,0,0,0,0,0,0
949,#5954b3,settled,1,130,79,1008.83,2.09781,6338.64,0,0,0,0,0,0,0
950,#d5a8da,settled,1,172,103,1015.91,2.42683,6383.16,0,0,0,0,0,0,0
951,#9e4a4e,settled,1,81,52,1014.33,2.90955,6373.22,0,0,0,0,0,0,0
952,#66a074,settled,8,642,439,1156.01,173.742,7263.45,0,0,0,1047,1047,73,3
953,#e2419c,settled,2,147,100,1094.55,16.8176,6877.29,0,0,0,0,0,30,0
954,#ab97c2,settled,1,47,35,1054.52,2.77065,6625.72,0,0,0,141,141,0,0
955,#74ece9,settled,1,182,108,1056.92,5.6647,6640.83,0,0,0,351,351,0,0
956,#f08e5d,settled,1,75,54,1059.47,6.20767,6656.83,0,0,0,338,338,0,0
957,#b8e383,settled,1,8,9,1063.66,1.26685,6683.19,0,0,0,0,0,0,0
958,#8185aa,settled,1,71,47,1071.97,4.65294,6735.4,0,0,0,0,0,0,0
959,#4adbd1,settled,1,22,21,1091.34,3.32319,6857.09,0,0,0,0,0,0,0
960,#c67c45,settled,1,34,25,1034.38,2.87202,6499.17,0,0,0,0,0,0,0
961,#8ed26b,settled,1,15,15,1037.16,2.32291,6516.64,0,0,0,0,0,0,0
962,#577493,settled,1,9,10,1039.22,1.85882,6529.64,0,0,0,0,0,0,0
963,#d3c8b9,settled,1,96,61,1105.75,5.17023,6947.65,0,0,0,68,68,0,0
964,#9c6be0,settled,1,22,19,1105.5,2.21393,6946.04,0,0,0,68,68,0,0
965,#64c054,settled,1,9,9,1111.37,1.9439,6982.97,0,0,0,0,0,0,0
966,#e0627b,settled,1,39,32,1119.14,3.75949,7031.79,0,0,0,0,0,0,0
967,#a9b7a1,settled,1,14,16,1116.62,6.76811,7015.93,0,0,0,0,0,0,0
968,#7259c8,settled,1,9,10,1117.56,1.38836,7021.83,0,0,0,0,0,0,0
969,#eeaeef,settled,1,25,22,1199.61,0.597615,7537.37,0,0,0,0,0,0,0
970,#b65063,settled,1,23,19,1199.65,0.788546,7537.65,0,0,0,0,0,0,0
971,#7fa589,settled,1,228,152,1112.3,2.62183,6988.77,0,0,0,0,0,0,0
972,#4848b1,settled,1,75,50,1270.87,8.23049,7985.1,0,0,0,7,7,0,0
973,#c49cd7,settled,1,30,23,1269.04,1.08795,7973.62,0,0,0,7,7,0,0
974,#8cf24a,settled,1,49,43,1279.09,28.7288,8036.78,0,0,0,0,0,0,0
975,#559472,settled,1,33,35,1369.08,46.7984,8602.2,0,0,0,65,65,0,0
976,#d1e998,settled,1,8,10,1328.2,14.4124,8345.31,0,0,0,0,0,0,0
977,#9a8bbf,settled,1,290,169,1522.69,10.0451,9567.32,0,0,0,20,20,0,0
