cube_id,exit_code,wall_seconds
z05248_y03712_x03200,0,19.82
z05248_y03968_x02688,0,12.97
z05248_y03840_x02944,0,17.86
z05248_y03712_x03456,0,23.04
z05248_y03712_x02944,0,28.30
z05248_y03840_x02560,0,23.56
z05248_y03712_x03072,0,27.67
z05248_y03968_x02816,0,20.30
z05248_y03840_x02432,0,27.55
z05248_y03968_x02560,0,22.97
z05248_y03968_x02944,0,21.18
z05248_y03840_x03200,0,25.89
z05248_y03712_x02816,0,34.55
z05248_y03840_x03072,0,27.96
z05248_y03584_x02816,0,42.77
z05248_y03840_x03328,0,29.70
z05248_y03968_x03456,0,25.33
z05248_y03840_x03456,0,31.50
z05248_y03584_x03072,0,48.46
z05248_y03840_x02304,0,39.99
z05376_y02816_x03200,0,22.38
z05248_y03968_x03072,0,32.64
z05376_y02944_x03200,0,13.64
z05248_y03968_x02432,0,37.07
z05376_y02816_x03072,0,26.42
z05248_y03968_x02304,0,38.26
z05376_y02944_x03328,0,14.82
z05376_y02816_x03328,0,25.22
z05248_y03968_x03328,0,35.24
z05376_y02944_x03456,0,15.71
z05376_y02816_x02432,0,34.69
z05376_y02944_x02944,0,22.26
z05376_y02816_x03456,0,31.33
z05376_y03072_x02432,0,20.75
z05376_y02944_x02560,0,30.19
z05376_y03072_x02304,0,24.17
z05376_y02816_x02560,0,40.97
z05376_y02816_x02688,0,40.05
z05376_y02944_x02816,0,31.02
z05376_y02944_x03072,0,30.74
z05376_y03200_x03072,0,13.80
z05376_y02816_x02304,0,49.10
z05376_y03072_x03072,0,21.01
z05376_y03072_x03456,0,18.92
z05376_y02944_x02688,0,37.75
z05376_y03072_x03328,0,22.75
z05376_y03072_x03200,0,23.91
z05376_y03072_x02688,0,31.68
z05248_y03968_x03200,0,58.38
z05376_y02816_x02944,0,51.35
z05376_y03072_x02560,0,35.53
z05376_y03200_x02944,0,24.82
z05376_y03200_x03200,0,22.00
z05376_y03328_x03328,0,12.17
z05376_y03072_x02944,0,35.45
z05376_y03328_x03456,0,14.49
z05376_y03200_x03456,0,23.50
z05376_y03456_x03456,0,5.86
z05376_y03328_x03200,0,16.52
z05376_y03456_x02560,0,12.72
z05376_y03200_x02432,0,33.21
z05376_y03200_x03328,0,27.08
z05376_y02944_x02432,0,54.13
z05376_y03456_x03072,0,11.37
z05376_y03200_x02304,0,37.37
z05376_y03328_x02304,0,27.30
z05376_y02816_x02816,0,63.51
z05376_y03456_x02944,0,14.02
z05376_y03328_x03072,0,24.06
z05376_y03328_x02688,0,28.16
z05376_y03712_x02560,0,4.87
z05376_y03584_x02560,0,10.19
z05376_y03456_x03200,0,16.39
z05376_y03456_x03328,0,16.46
z05376_y03584_x03456,0,8.50
z05376_y03712_x02432,0,7.49
z05376_y03584_x02304,0,15.83
z05376_y03072_x02816,0,52.51
z05376_y02944_x02304,0,66.84
z05376_y03200_x02560,0,45.71
z05376_y03712_x02304,0,9.69
z05376_y03456_x02688,0,26.59
z05376_y03584_x02432,0,16.78
z05376_y03328_x02944,0,33.14
z05376_y03328_x02816,0,36.36
z05376_y03200_x02816,0,47.98
z05376_y03456_x02304,0,32.14
z05376_y03584_x02688,0,20.90
z05376_y03328_x02560,0,41.57
z05376_y03328_x02432,0,42.61
z05376_y03456_x02432,0,35.05
z05376_y03840_x02688,0,9.46
z05376_y03712_x03328,0,13.17
z05376_y03584_x03328,0,20.91
z05376_y03584_x02816,0,23.39
z05376_y03584_x02944,0,23.92
z05376_y03456_x02816,0,33.65
z05376_y03584_x03200,0,24.70
z05376_y03712_x03456,0,16.73
z05376_y03840_x02944,0,14.25
z05376_y03712_x02688,0,24.19
z05376_y03200_x02688,0,61.25
z05376_y03712_x03200,0,21.80
z05376_y03840_x02816,0,18.28
z05376_y03584_x03072,0,32.37
z05376_y03712_x02816,0,28.15
z05376_y03712_x03072,0,26.54
z05376_y03840_x03072,0,21.26
z05376_y03840_x03200,0,22.69
z05376_y03840_x02560,0,24.84
z05376_y03840_x02432,0,25.35
z05376_y03968_x02688,0,23.17
z05376_y03840_x03456,0,26.20
z05376_y03968_x03072,0,20.81
z05376_y03968_x02816,0,23.34
z05376_y03968_x02560,0,27.01
z05376_y03840_x02304,0,35.59
z05376_y03968_x02944,0,25.84
z05504_y02944_x03200,0,11.65
z05504_y02944_x03328,0,8.44
z05376_y03968_x02304,0,34.05
z05376_y03968_x02432,0,33.18
z05504_y02944_x03456,0,9.04
z05504_y02816_x03328,0,20.90
z05376_y03840_x03328,0,36.44
z05504_y02944_x03072,0,15.43
z05376_y03712_x02944,0,47.01
z05504_y02816_x03200,0,28.31
z05376_y03968_x03328,0,37.03
z05504_y02816_x03456,0,28.21
z05376_y03968_x03456,0,37.29
z05504_y02944_x02944,0,24.27
z05504_y03072_x02432,0,20.39
z05504_y03072_x02560,0,22.24
z05504_y02944_x02560,0,33.30
z05504_y03072_x02688,0,20.71
z05504_y02944_x02816,0,32.39
z05376_y03968_x03200,0,46.91
z05504_y02816_x03072,0,41.81
z05504_y02944_x02688,0,35.56
z05504_y03072_x02304,0,28.01
z05504_y02816_x02816,0,44.87
z05504_y02816_x02304,0,48.39
z05504_y03072_x03456,0,21.20
z05504_y03072_x03072,0,24.47
z05504_y03200_x03072,0,15.08
z05504_y03072_x03200,0,27.68
z05504_y03200_x02304,0,26.92
z05504_y03200_x02432,0,28.43
z05504_y03072_x03328,0,33.03
z05504_y03328_x03456,0,14.16
z05504_y03200_x02560,0,33.68
z05504_y03328_x03200,0,15.51
z05504_y02944_x02432,0,53.58
z05504_y03328_x03328,0,16.24
z05504_y02816_x02944,0,62.11
z05504_y03200_x03200,0,28.88
z05504_y03200_x03456,0,26.76
z05504_y03200_x03328,0,30.66
z05504_y02944_x02304,0,61.18
z05504_y02816_x02432,0,69.21
z05504_y03328_x03072,0,24.08
z05504_y02816_x02560,0,70.16
z05504_y03328_x02944,0,25.49
z05504_y03456_x03456,0,8.71
z05504_y03456_x03072,0,13.35
z05504_y03072_x02816,0,50.51
z05504_y02816_x02688,0,72.26
z05504_y03328_x02432,0,30.17
z05504_y03328_x02304,0,31.30
z05504_y03200_x02944,0,38.80
z05504_y03584_x02944,0,7.12
z05504_y03456_x03328,0,13.64
z05504_y03456_x02944,0,20.44
z05504_y03456_x02560,0,25.97
z05504_y03456_x03200,0,16.99
z05504_y03584_x03456,0,7.90
z05504_y03584_x02432,0,15.89
z05504_y03712_x02432,0,8.91
z05504_y03328_x02560,0,36.72
z05504_y03712_x02304,0,9.09
z05504_y03584_x02560,0,14.92
z05504_y03712_x02560,0,7.86
z05504_y03328_x02816,0,35.57
z05504_y03456_x02304,0,33.99
z05504_y03328_x02688,0,38.76
z05504_y03584_x03328,0,12.31
z05504_y03456_x02688,0,30.09
z05504_y03456_x02432,0,33.91
z05504_y03584_x02688,0,21.26
z05504_y03712_x02688,0,13.46
z05504_y03712_x03456,0,11.81
z05504_y03456_x02816,0,33.98
z05504_y03584_x02304,0,25.88
z05504_y03712_x03328,0,15.15
z05504_y03840_x02688,0,14.15
z05504_y03584_x03200,0,25.41
z05504_y03584_x03072,0,26.64
z05504_y03584_x02816,0,28.35
z05504_y03840_x02560,0,17.95
z05504_y03712_x03200,0,23.96
z05504_y03840_x02944,0,18.98
z05504_y03968_x02816,0,15.50
z05504_y03968_x02688,0,16.72
z05504_y03840_x02816,0,21.72
z05504_y03840_x02432,0,24.80
z05504_y03840_x02304,0,25.93
z05504_y03840_x03200,0,22.06
z05504_y03968_x02944,0,20.78
z05504_y03200_x02688,0,73.95
z05504_y03712_x03072,0,31.69
z05504_y03968_x02560,0,23.68
z05504_y03840_x03072,0,27.15
z05504_y03072_x02944,0,83.41
z05504_y03968_x03072,0,21.61
z05504_y03712_x02816,0,37.73
z05504_y03968_x03200,0,25.25
z05504_y03840_x03328,0,33.14
z05504_y03712_x02944,0,40.10
z05504_y03840_x03456,0,33.27
z05504_y03200_x02816,0,81.91
z05504_y03968_x03456,0,28.34
z05504_y03968_x03328,0,30.73
z05504_y03968_x02432,0,50.29
z05504_y03968_x02304,0,57.38
